description_length,type,priority,estimated_days,story_points,num_comments,avg_comment_length,sprint_days_given,is_problematic
504,Bug,Major,0,2,4,369.0000,-4,1
0,Task,Major,0,3,2,511.0000,159,1
478,Task,Major,0,2,1,252.0000,131,1
780,Task,Major,0,5,2,1743.0000,131,1
227,Task,Major,0,1,1,280.0000,173,1
678,Task,Major,0,3,3,402.6667,159,1
748,Task,Major,0,1,2,324.0000,159,1
203,Bug,Major,0,3,3,221.0000,0,1
930,Bug,Blocker,0,2,3,693.0000,4,1
2563,Bug,Major,0,1,3,247.3333,11,1
197,Task,Blocker,0,1,3,150.0000,12,1
104,Task,Major,0,3,1,232.0000,14,1
223,Bug,Major,0,2,2,277.0000,15,1
576,Bug,Major,0,2,2,469.0000,15,1
0,Task,Major,0,3,1,113.0000,15,1
0,Task,Major,0,3,1,56.0000,15,1
210,Task,Major,0,5,,,15,1
499,Task,Major,0,5,5,389.2000,-5,1
2225,Bug,Critical,0,5,4,113.2500,16,1
2013,Bug,Critical,0,5,7,380.1429,14,1
166,Bug,Major,0,2,2,471.5000,7,1
395,Bug,Major,0,5,3,461.6667,8,1
333,Bug,Critical,0,3,4,549.5000,20,1
356,Improvement,Major,0,3,5,240.2000,83,1
697,Bug,Blocker,0,5,6,607.1667,7,1
1588,Bug,Blocker,0,5,3,2858.0000,15,1
961,Improvement,Major,0,5,2,263.5000,15,1
978,Improvement,Blocker,0,2,4,514.2500,24,1
145,Task,Major,0,3,3,343.0000,19,1
551,Task,Major,0,3,2,1291.5000,21,1
1566,Bug,Major,0,2,4,297.5000,1,1
399,Bug,Major,0,2,1,625.0000,2,1
0,Bug,Major,0,2,1,218.0000,2,1
504,Improvement,Major,0,5,5,1055.6000,9,1
10830,Bug,Critical,0,8,3,1256.6667,15,1
388,Task,Major,0,5,2,259.5000,106,1
263,Bug,Major,0,3,2,293.0000,14,1
6382,Bug,Major,0,2,3,244.6667,0,1
768,Improvement,Major,0,3,2,96.0000,100,1
1024,Bug,Critical,0,5,4,713.2500,20,1
498,Improvement,Major,0,5,4,357.0000,334,1
3421,Bug,Major,0,1,3,242.0000,27,1
162,Task,Major,0,5,2,681.5000,15,1
484,Bug,Major,,,3,600.3333,240,0
434,Bug,Blocker,0,2,4,171.0000,6,1
0,Bug,Major,0,1,3,343.6667,6,1
45,Task,Major,0,5,1,236.0000,62,1
4740,Bug,Blocker,0,3,3,250.0000,8,1
322,Task,Major,0,8,2,683.5000,64,1
299,Task,Major,0,3,2,296.0000,36,1
180,Task,Major,0,3,2,249.0000,51,1
378,Bug,Major,0,1,2,921.5000,9,1
0,Epic,Major,,,,,127,1
857,Bug,Major,0,2,5,496.2000,32,1
201,Documentation,Major,0,5,2,264.0000,258,1
7663,Bug,Major,0,3,1,122.0000,49,1
0,Task,Major,0,3,2,133.5000,65,1
0,Task,Major,0,3,2,132.5000,70,1
376,Improvement,Major,0,5,2,647.0000,8,1
3313,Bug,Major,0,3,3,185.0000,20,1
1785,Bug,Major,1,2,1,430.0000,26,1
108,Task,Major,0,5,2,1461.0000,14,1
1482,Bug,Critical,0,3,,,195,1
2696,Bug,Critical,0,5,7,247.7143,168,0
122,Task,Major,0,3,3,365.3333,7,1
1139,Bug,Major,0,3,11,240.8182,7,1
764,Bug,Major,0,1,2,304.5000,8,1
702,Improvement,Major,1,1,2,297.5000,8,1
593,Improvement,Critical,0,5,3,895.3333,9,1
80886,Bug,Major,0,5,2,662.5000,23,1
675,Task,Major,0,5,4,754.2500,163,1
514,Improvement,Minor,0,5,2,984.5000,121,1
4560,Bug,Critical,0,5,4,469.2500,210,1
685,Improvement,Critical,0,3,5,173.2000,1,1
1521,Bug,Major,0,2,4,241.7500,16,1
172,Bug,Major,0,5,2,464.5000,6,1
1215,Bug,Major,0,3,2,1226.0000,21,1
425,Improvement,Major,0,1,2,241.5000,174,1
1006,Bug,Blocker,0,3,8,97.3750,9,1
817,Bug,Blocker,0,5,3,578.3333,10,1
50,Task,Major,0,3,1,584.0000,13,1
992,Improvement,Blocker,0,8,4,1574.0000,28,1
487,Task,Minor,0,3,2,395.0000,14,1
443,Task,Major,0,8,4,628.5000,15,1
417,Improvement,Critical,0,5,5,552.0000,15,1
583,Improvement,Major,,,2,427.5000,2,1
940,Improvement,Critical,0,5,7,494.2857,309,0
317,Improvement,Critical,,,2,661.5000,6,1
237,Improvement,Critical,,,4,409.0000,24,1
668,Bug,Major,1,3,6,378.8333,13,1
150,Bug,Major,0,2,1,42.0000,3,1
162,Improvement,Major,0,5,4,1062.0000,45,1
663,Improvement,Critical,0,3,8,434.8750,45,1
550,Bug,Minor,0,1,2,631.0000,32,1
114224,Bug,Major,0,2,3,375.3333,6,1
769,Bug,Major,0,3,3,33.3333,22,1
1111,Bug,Blocker,0,5,3,859.3333,14,1
150,Improvement,Major,0,3,2,261.0000,14,1
865,Bug,Major,0,3,4,264.7500,29,1
1475,Bug,Major,0,2,1,245.0000,1,1
132,Bug,Major,0,5,2,132.0000,2,1
1070,Bug,Minor,0,2,2,209.5000,17,1
480,Bug,Major,0,3,3,62.6667,3,1
777,Improvement,Major,0,5,,,6,1
520,Bug,Minor,0,1,2,154.5000,21,1
3636,Bug,Blocker,0,3,5,698.2000,8,1
42,Bug,Major,0,2,1,0.0000,9,1
491,Improvement,Major,0,1,3,180.6667,13,1
345,Bug,Major,0,3,2,678.0000,69,1
284,Bug,Major,0,1,1,254.0000,13,1
3658,Bug,Major,0,5,2,282.5000,13,1
394,Bug,Major,0,1,1,356.0000,14,1
509,Bug,Major,0,1,2,383.0000,1,1
467,Bug,Major,0,1,2,358.0000,2,1
391,Bug,Major,0,5,2,899.0000,20,1
3733,Bug,Critical,0,8,5,259.2000,6,1
466,Bug,Blocker,0,2,2,136.0000,6,1
856,Bug,Blocker,0,3,1,92.0000,6,1
198,Bug,Blocker,0,2,1,56.0000,7,1
1601,Bug,Blocker,0,3,2,173.5000,7,1
157,Bug,Major,0,2,2,246.0000,202,1
4284,Bug,Blocker,0,2,2,840.0000,10,1
4597,Bug,Blocker,0,6,6,366.0000,27,1
722,Bug,Major,0,1,4,331.7500,153,1
367,Improvement,Major,0,1,2,23.0000,14,1
575,Bug,Major,0,3,3,368.6667,2,1
276,Improvement,Blocker,0,5,3,442.6667,2,1
113,Improvement,Major,0,3,2,176.0000,3,1
2070,Bug,Critical,0,8,10,701.6000,20,1
1370,Bug,Major,0,2,5,171.6000,50,1
472,Improvement,Major,0,3,3,462.0000,9,1
188,Task,Major,0,3,2,237.0000,185,1
106,Task,Major,0,5,2,275.5000,108,1
975,Improvement,Major,1,3,2,746.5000,12,1
375,Improvement,Major,1,3,,,12,1
213,Task,Major,0,3,2,206.5000,13,1
1449,Bug,Major,0,2,3,119.0000,14,1
299,Bug,Major,0,1,2,232.5000,218,1
397,Bug,Major,0,2,3,163.0000,156,1
514,Task,Major,0,5,,,30,1
10816,Task,Major,0,3,2,258.0000,8,1
766,Task,Major,0,3,2,1047.0000,9,1
860,Bug,Minor,0,1,2,300.5000,95,1
184,Improvement,Major,1,3,2,268.5000,12,1
439,Bug,Major,0,3,1,261.0000,56,1
427,Bug,Critical,1,2,1,45.0000,6,1
937,Bug,Major,1,1,2,194.0000,6,1
330,Task,Major,0,5,2,342.5000,210,1
185,Task,Major,0,5,2,220.0000,210,1
142,Task,Major,0,3,2,140.0000,133,1
265,Task,Major,0,5,2,680.0000,210,1
1972,Bug,Major,0,3,23,1026.7826,8,1
143,Epic,Major,,,,,212,1
89,Bug,Major,0,2,3,223.0000,10,1
2858,Bug,Blocker,0,3,5,287.6000,11,1
96,Documentation,Major,0,8,,,13,1
607,Improvement,Major,0,5,2,596.0000,14,1
46,Bug,Major,0,1,3,313.6667,15,1
0,Epic,Major,,,,,1,1
588,Bug,Blocker,0,2,2,359.0000,1,1
3478,Bug,Blocker,0,1,13,268.3846,2,1
1610,Bug,Major,0,3,5,109.4000,76,1
310,Improvement,Major,0,3,2,952.0000,118,1
410,Task,Major,0,5,2,1380.0000,7,1
970,Improvement,Minor,1,2,3,821.6667,21,1
728,Bug,Blocker,0,5,9,336.8889,23,1
8798,Bug,Major,1,2,5,221.2000,13,1
3441,Bug,Major,0,3,3,43.6667,224,1
809,Bug,Major,1,5,4,485.2500,412,1
1620,Bug,Major,0,3,2,529.0000,10,1
811,Task,Minor,0,1,2,444.0000,10,1
0,Task,Major,0,3,2,355.0000,111,1
812,Bug,Major,0,1,2,617.0000,13,1
86,Improvement,Major,0,2,1,244.0000,56,1
2061,Bug,Critical,0,2,6,335.6667,15,1
90,Task,Major,1,5,2,998.5000,1,1
585,Task,Major,0,2,5,396.0000,2,1
175,Task,Major,0,3,,,5,1
263,Task,Major,0,2,2,57.5000,5,1
138,Task,Major,0,8,,,5,1
453,Task,Major,0,5,3,141.6667,5,1
972,Bug,Major,1,3,3,778.0000,47,1
323,Bug,Major,0,2,2,133.5000,7,1
106,Improvement,Major,0,5,3,413.3333,8,1
1340,Bug,Major,0,3,3,215.0000,120,1
34,Improvement,Major,0,2,3,115.0000,8,1
843,Bug,Major,0,3,2,895.5000,9,1
1636,Epic,Major,0,5,4,482.5000,51,1
250,Task,Major,0,2,2,37.0000,10,1
39,Improvement,Major,0,3,2,137.5000,10,1
1756,Bug,Major,0,3,15,217.6000,167,1
566,Bug,Major,0,2,2,149.0000,13,1
323,Improvement,Major,0,3,2,1086.0000,62,1
2244,Bug,Critical,0,3,4,903.7500,692,1
625,Bug,Major,0,2,2,362.5000,7,1
572,Bug,Major,0,1,2,406.0000,7,1
206,Bug,Major,0,2,6,219.6667,21,1
750,Bug,Major,0,1,2,288.5000,119,1
353,Bug,Major,0,3,2,275.0000,64,1
222,Bug,Blocker,0,2,2,340.5000,8,1
179,Bug,Minor,0,1,2,208.5000,8,1
6816,Bug,Major,0,1,2,365.0000,8,1
333,Task,Major,0,8,3,615.0000,28,1
100,Task,Major,0,2,3,111.3333,28,1
86,Task,Major,0,3,2,138.0000,28,1
69,Task,Major,0,2,3,116.3333,28,1
67,Task,Major,0,2,3,128.0000,28,1
81,Task,Major,0,2,3,116.0000,28,1
216,Epic,Critical,,,2,130.5000,28,1
3461,Bug,Major,0,2,1,150.0000,238,1
840,Bug,Major,0,3,5,632.6000,1,1
296,Bug,Major,0,2,2,465.5000,57,1
43,Task,Major,0,1,2,141.5000,15,1
0,Bug,Major,0,2,2,151.0000,15,1
1470,Bug,Minor,0,1,3,332.3333,288,1
415,Improvement,Major,0,3,2,269.5000,30,1
89,Task,Major,0,5,2,1114.5000,58,1
409,Task,Minor,0,1,2,402.0000,3,1
700,Bug,Major,0,2,3,139.3333,3,1
156,Task,Major,0,5,2,68685.0000,118,1
155,Task,Major,0,8,3,760.3333,230,1
154,Task,Major,0,3,1,41.0000,104,1
155,Task,Major,0,3,1,41.0000,104,1
155,Task,Major,0,13,4,553.2500,104,1
244,Task,Major,0,3,2,183.0000,6,1
260,Improvement,Major,0,3,1,111.0000,78,1
147,Improvement,Critical,0,3,2,891.0000,23,1
51,Task,Blocker,0,13,3,525.3333,9,1
401,Improvement,Minor,0,2,1,113.0000,10,1
336,Improvement,Major,1,3,4,354.5000,11,1
112,Bug,Blocker,0,1,1,806.0000,12,1
1116,Bug,Major,0,5,2,749.5000,13,1
220,Bug,Blocker,1,3,2,152.0000,13,1
438,Bug,Critical,1,3,2,450.5000,251,1
247,Bug,Critical,1,3,2,257.0000,251,1
257,Bug,Major,1,3,2,266.5000,13,1
478,Improvement,Minor,0,2,5,217.8000,210,1
1490,Bug,Minor,0,2,1,157.0000,252,1
615,Task,Major,0,8,2,797.5000,29,1
0,Improvement,Major,1,2,1,233.0000,15,1
472,Task,Major,0,8,6,1040.5000,156,1
2069,Bug,Critical,0,1,,,393,1
1209,Task,Major,1,3,2,131.5000,7,1
8789,Bug,Minor,0,1,2,240.5000,14,1
115,Task,Blocker,0,3,2,376.5000,43,1
126,Task,Blocker,0,5,2,594.0000,43,1
728,Bug,Blocker,1,2,2,700.0000,1,1
832,Bug,Major,0,1,2,507.0000,2,1
297,Documentation,Major,0,2,2,180.5000,58,1
124,Task,Major,0,3,2,189.0000,30,1
203,Task,Major,0,3,2,236.0000,58,1
260,Task,Major,0,5,3,2000.0000,2,1
497,Task,Major,0,3,2,224.5000,58,1
17641,Bug,Major,0,1,3,461.6667,2,1
495,Task,Major,0,8,2,280.0000,30,1
284,Improvement,Major,0,2,2,298.5000,6,1
1787,Bug,Blocker,0,2,7,214.0000,35,1
305,Bug,Major,0,2,2,204.5000,7,1
62,Task,Blocker,0,5,2,1403.5000,7,1
211,Task,Major,0,3,4,206.2500,36,1
386,Task,Major,0,3,2,247.5000,36,1
329,Task,Major,0,3,2,411.5000,36,1
148,Bug,Major,0,1,2,419.0000,8,1
471,Task,Major,0,3,2,175.0000,22,1
537,Task,Major,0,5,2,324.5000,22,1
1481,Improvement,Major,0,2,2,246.0000,8,1
104,Task,Blocker,0,3,2,211.5000,10,1
120,Task,Major,0,2,2,447.5000,10,1
68,Task,Major,0,2,2,571.5000,14,1
50,Task,Major,0,3,2,643.5000,20,1
1044,Improvement,Major,0,2,2,572.0000,20,1
189,Task,Blocker,0,2,2,278.0000,20,1
43,Task,Blocker,0,2,2,304.5000,20,1
447,Bug,Major,0,2,2,274.5000,21,1
769,Improvement,Major,0,2,2,490.0000,23,1
2078,Bug,Major,0,3,2,219.0000,97,1
2257,Bug,Blocker,0,8,4,1361.5000,28,1
5254,Bug,Major,0,2,2,340.5000,31,1
533,Bug,Major,0,3,3,580.3333,34,1
771,Bug,Major,0,2,2,642.5000,6,1
1593,Bug,Blocker,0,3,3,460.6667,7,1
339,Bug,Major,0,1,2,235.5000,9,1
621,Bug,Blocker,0,1,11,274.7273,80,1
492,Bug,Major,0,3,3,294.0000,170,1
502,Improvement,Major,0,3,5,545.0000,16,1
202,Improvement,Major,0,3,4,752.2500,16,1
722,Improvement,Major,0,5,8,681.0000,16,1
975,Improvement,Major,0,3,4,126.5000,2,1
407,Epic,Major,0,13,1,790.0000,2,1
517,Task,Major,0,2,1,41.0000,17,1
1551,Bug,Blocker,0,5,12,424.3333,3,1
485,Bug,Major,0,3,7,150.5714,5,1
301,Bug,Major,0,2,4,485.0000,5,1
1771,Task,Major,,,2,110.5000,175,1
198,Task,Major,0,1,3,688.6667,8,1
4900,Bug,Major,0,2,5,295.0000,8,1
543,Bug,Major,0,2,2,284.5000,9,1
3378,Bug,Major,0,2,3,519.0000,10,1
421,Bug,Major,0,8,9,564.3333,52,1
69,Task,Major,0,2,1,287.0000,13,1
754,Bug,Major,0,3,3,31.3333,530,1
1140,Bug,Major,0,2,2,920.5000,13,1
277,Bug,Critical,0,5,3,1793.0000,14,1
0,Task,Major,0,8,,,126,1
39,Task,Major,,,1,272.0000,14,1
1918,Bug,Major,0,2,2,79.5000,14,1
661,Bug,Minor,0,3,4,324.0000,2,1
670,Bug,Major,0,2,4,730.0000,16,1
285,Bug,Major,0,3,3,858.0000,3,1
770,Bug,Major,0,1,2,503.0000,3,1
314,Task,Major,0,5,4,204.0000,562,1
1357,Bug,Critical,0,2,5,339.8000,62,1
139,Task,Blocker,0,3,4,267.5000,21,1
1930,Bug,Major,0,8,5,831.8000,8,1
1023,Improvement,Major,0,2,5,750.6000,21,1
304,Task,Major,0,13,3,317.3333,356,1
172,Task,Major,0,1,3,229.0000,524,1
28494,Bug,Major,0,3,6,391.0000,22,1
529,Bug,Blocker,0,1,4,511.5000,9,1
6672,Bug,Blocker,0,3,5,391.8000,9,1
511,Bug,Major,0,1,2,210.0000,9,1
5050,Bug,Blocker,,,2,180.5000,9,1
2019,Bug,Major,0,2,5,348.0000,10,1
676,Bug,Major,0,1,3,135.3333,10,1
251,Bug,Major,0,2,6,186.8333,24,1
122,Task,Major,0,3,2,253.0000,150,1
501,Bug,Major,0,2,7,386.1429,305,1
672,Bug,Critical,0,3,4,391.7500,13,1
1093,Bug,Critical,0,5,3,1236.0000,14,1
555,Bug,Critical,0,2,4,321.5000,398,1
2952,Bug,Major,0,3,7,682.2857,27,1
1432,Bug,Major,0,3,4,236.5000,0,1
325,Improvement,Major,0,8,3,469.0000,16,1
236,Improvement,Major,0,3,2,400.5000,16,1
1805,Bug,Major,0,3,3,580.6667,16,1
470,Bug,Major,0,1,2,227.5000,3,1
391,Task,Major,0,3,2,257.0000,3,1
2289,Bug,Major,0,2,2,376.5000,4,1
490,Bug,Major,0,3,2,756.0000,246,1
372,Bug,Major,0,2,5,247.8000,8,1
116,Improvement,Major,0,2,2,281.5000,8,1
151,Improvement,Major,0,2,3,235.6667,8,1
342,Task,Major,0,3,5,305.0000,8,1
18297,Bug,Blocker,0,5,4,976.7500,8,1
37,Task,Major,0,3,1,67.0000,9,1
603,Bug,Blocker,0,1,2,273.0000,9,1
1478,Bug,Blocker,0,5,4,657.5000,108,1
207,Task,Major,0,2,2,134.0000,10,1
6851,Bug,Major,,,2,194.5000,10,1
4511,Bug,Major,,,5,526.0000,10,1
1332,Bug,Critical,0,5,5,283.8000,10,1
175,Task,Major,0,2,2,150.5000,12,1
121,Task,Major,0,3,2,215.5000,13,1
263,Task,Major,0,3,2,385.0000,13,1
1120,Improvement,Critical,0,3,3,1282.0000,209,1
853,Improvement,Major,0,8,3,669.3333,97,1
928,Improvement,Blocker,0,5,4,462.0000,614,0
0,Task,Blocker,0,5,3,683.6667,210,1
57,Task,Blocker,0,2,2,303.0000,14,1
97,Bug,Blocker,0,2,1,338.0000,14,1
118,Task,Major,0,2,2,285.5000,57,1
0,Task,Major,0,3,2,551.0000,43,1
101,Task,Major,0,5,4,482.2500,225,1
0,Improvement,Critical,0,2,2,280.0000,364,1
73,Bug,Blocker,,,2,145.5000,1,1
304,Task,Blocker,0,3,4,1535.2500,1,1
207,Task,Major,0,3,2,272.0000,1,1
89,Improvement,Major,0,3,2,260.0000,7,1
36,Task,Major,0,5,1,67.0000,21,1
0,Task,Major,0,5,3,146.3333,21,1
306,Improvement,Minor,0,3,2,1050.5000,8,1
0,Improvement,Major,0,3,1,462.0000,8,1
692,Improvement,Minor,0,3,4,545.2500,13,1
595,Bug,Critical,0,2,4,1062.7500,15,1
836,Bug,Major,0,2,3,328.0000,15,1
7658,Bug,Blocker,0,2,4,205.7500,2,1
707,Bug,Major,0,1,4,313.7500,76,1
27175,Bug,Major,,,4,236.7500,20,1
94,Improvement,Minor,0,2,2,203.5000,8,1
480,Task,Critical,0,13,4,392.7500,190,1
6240,Bug,Blocker,0,2,2,335.0000,9,1
82,Bug,Major,,,2,245.0000,9,1
19408,Bug,Major,,,2,280.5000,13,1
213,Task,Major,0,3,2,307.5000,237,1
616,Bug,Major,0,5,2,1176.0000,0,1
46,Documentation,Major,0,2,2,134.0000,28,1
406,Task,Major,0,3,4,365.0000,0,1
612,Bug,Major,0,2,10,229.0000,43,1
0,Documentation,Major,0,3,2,143.0000,16,1
376,Bug,Blocker,0,5,5,510.0000,3,1
73,Improvement,Major,0,2,2,137.5000,5,1
235,Improvement,Major,0,8,2,1032.0000,5,1
565,Bug,Critical,0,3,2,657.0000,20,1
43,Documentation,Major,0,3,1,377.0000,20,1
68419,Bug,Major,0,3,2,446.0000,6,1
38995,Bug,Critical,0,3,3,265.6667,7,1
604,Bug,Major,0,3,6,930.1667,50,1
198,Task,Major,0,3,3,347.0000,9,1
284,Task,Major,0,3,1,37.0000,9,1
137,Bug,Major,0,2,2,597.0000,24,1
25177,Bug,Major,0,2,2,395.5000,1,1
276,Bug,Major,0,2,4,284.2500,126,1
1053,Task,Major,0,3,1,4145.0000,3,1
119,Bug,Major,0,13,1,454.0000,4,1
45,Bug,Major,0,3,2,302.5000,34,1
270,Task,Major,0,5,3,125.0000,7,1
0,Task,Blocker,0,5,3,868.6667,482,1
107,Improvement,Major,0,8,7,318.4286,36,1
2590,Bug,Major,0,5,5,374.4000,22,1
1872,Task,Major,0,1,3,71.6667,65,1
1011,Task,Major,0,3,2,631.0000,23,1
271,Improvement,Blocker,0,5,5,696.4000,10,1
254,Task,Major,0,5,1,37.0000,10,1
249,Task,Major,0,5,1,74.0000,11,1
145,Task,Major,0,2,2,2580.5000,14,1
530,Improvement,Major,0,3,2,211.5000,307,1
710,Task,Major,0,3,,,154,1
0,Task,Major,0,2,2,454.5000,15,1
168,Task,Major,0,1,2,353.0000,15,1
0,Task,Major,0,8,2,885.0000,15,1
349,Task,Major,0,3,2,317.0000,15,1
738,Task,Major,0,3,2,546.5000,42,1
0,Task,Major,0,2,2,249.0000,28,1
151,Task,Major,0,5,2,267.5000,154,1
109,Task,Major,0,5,2,1384.0000,140,1
199,Task,Major,0,3,3,495.6667,28,1
0,Task,Major,0,2,2,346.0000,140,1
180,Task,Major,0,3,2,804.5000,28,1
1691,Bug,Major,,,8,115.7500,15,1
89,Task,Major,0,5,4,948.2500,15,1
3842,Bug,Critical,0,1,2,294.0000,2,1
7235,Bug,Minor,0,2,5,139.2000,5,1
384,Task,Major,0,3,,,-2,1
242,Task,Major,0,3,1,44.0000,-1,1
453,Bug,Major,1,4,2,603.0000,0,1
710,Task,Major,0,3,1,134.0000,15,1
220,Task,Major,0,2,3,252.0000,15,1
309,Task,Major,0,2,2,283.5000,15,1
187,Bug,Critical,0,3,8,235.5000,296,1
556,Bug,Critical,1,2,8,611.1250,101,1
329,Bug,Major,0,3,3,404.3333,20,1
522,Bug,Major,0,3,2,137.5000,6,1
788,Improvement,Major,0,3,3,584.6667,6,1
165,Task,Major,0,3,,,8,1
238,Task,Major,0,3,2,292.0000,9,1
336,Improvement,Major,0,3,2,206.0000,261,1
247,Task,Major,0,5,,,9,1
417,Task,Major,0,5,1,44.0000,9,1
618,Task,Major,0,5,1,158.0000,10,1
225,Task,Major,0,2,,,318,1
262,Task,Major,0,2,2,73.5000,-3,1
143,Bug,Critical,0,5,8,576.2500,11,1
48,Bug,Major,0,2,2,324.5000,-1,1
1107,Bug,Major,0,2,2,189.0000,26,1
3887,Bug,Major,,,2,163.5000,13,1
347,Task,Major,0,7,1,37.0000,0,1
282,Task,Major,0,5,1,193.0000,0,1
220,Bug,Major,0,3,2,355.0000,14,1
808,Bug,Major,0,5,2,483.0000,14,1
246,Bug,Major,,,2,473.5000,1,1
149,Task,Major,0,5,2,140.0000,1,1
369,Improvement,Critical,0,2,6,142.1667,14,1
439,Task,Major,0,5,2,384.5000,2,1
223,Improvement,Minor,0,1,2,383.5000,2,1
311,Improvement,Minor,0,2,2,636.5000,2,1
162,Task,Major,0,2,1,213.0000,2,1
136,Bug,Major,0,2,3,256.0000,2,1
436,Bug,Major,0,8,4,198.2500,142,1
5231,Bug,Minor,0,1,1,37.0000,3,1
604,Task,Major,0,2,2,430.0000,7,1
1159,Bug,Critical,0,2,5,589.0000,7,1
81,Task,Major,0,8,,,8,1
215,Epic,Major,,,,,8,1
392,Bug,Major,0,2,2,207.0000,9,1
6497,Bug,Critical,0,2,8,300.0000,22,1
707,Story,Major,0,5,5,537.8000,38,1
20106,Bug,Major,0,2,2,247.0000,24,1
20794,Bug,Major,0,2,2,248.0000,24,1
133,Documentation,Major,,,3,112.3333,14,1
916,Task,Major,0,3,,,1,1
710,Epic,Major,0,13,,,1,1
65,Task,Major,0,2,2,187.0000,1,1
114,Improvement,Major,0,3,2,235.0000,2,1
145,Improvement,Major,0,2,2,232.0000,2,1
256,Improvement,Major,0,2,3,292.0000,2,1
74,Improvement,Major,0,2,1,86.0000,3,1
275,Task,Major,0,3,2,138.5000,3,1
250,Bug,Major,0,2,2,250.0000,35,1
260,Bug,Major,0,2,2,250.0000,35,1
263,Bug,Major,0,2,2,250.0000,35,1
9068,Bug,Critical,0,3,5,370.8000,36,1
41,Task,Major,0,5,1,464.0000,13,1
65,Task,Major,0,3,1,73.0000,13,1
196,Bug,Major,0,2,2,230.0000,0,1
166,Bug,Trivial,0,1,4,223.0000,1,1
646,Bug,Critical,0,3,14,542.9286,30,1
73677,Bug,Major,0,1,2,358.5000,44,1
29345,Bug,Critical,0,2,10,274.9000,464,1
281,Improvement,Major,0,2,2,204.0000,3,1
543,Bug,Major,0,1,2,273.0000,3,1
250,Bug,Major,0,1,2,286.0000,3,1
718,Bug,Critical,0,5,18,413.0556,44,1
4273,Bug,Major,0,2,2,246.0000,4,1
933,Improvement,Major,1,8,1,115.0000,6,1
187,Improvement,Major,0,8,9,965.1111,315,1
567,Bug,Major,0,2,2,270.5000,49,1
181,Bug,Major,0,8,3,1899.6667,8,1
413,Improvement,Major,0,12,5,656.8000,37,1
4031,Bug,Major,0,2,4,347.7500,9,1
207,Improvement,Major,0,5,13,496.3077,17,1
399,Bug,Blocker,0,2,2,356.0000,3,1
896,Improvement,Major,1,5,8,449.5000,6,1
158,Improvement,Major,,,3,127.3333,7,1
1766,Bug,Critical,0,5,,,176,1
436,Bug,Major,0,3,1,664.0000,8,1
33818,Bug,Major,0,3,,,10,1
265,Task,Major,0,3,2,625.5000,394,1
249,Improvement,Minor,0,1,2,206.5000,3,1
6591,Bug,Major,0,1,3,465.6667,593,1
1981,Bug,Minor,0,3,3,278.0000,175,1
187,Improvement,Blocker,0,8,3,822.6667,6,1
323,Improvement,Minor,1,1,2,140.0000,6,1
782,Improvement,Minor,0,2,3,404.3333,21,1
543,Improvement,Major,0,5,4,818.0000,21,1
1119,Bug,Major,0,5,4,516.5000,8,1
670,Bug,Major,0,2,3,482.3333,8,1
148,Improvement,Major,1,1,2,684.5000,8,1
290,Bug,Major,0,1,2,578.0000,9,1
866,Bug,Critical,1,3,3,480.0000,9,1
1535,Bug,Major,0,5,1,1561.0000,13,1
1167,Task,Major,0,5,4,857.7500,15,1
702,Bug,Major,0,3,4,523.2500,15,1
186,Bug,Major,0,3,2,432.0000,1,1
138,Improvement,Major,0,3,5,267.0000,34,1
511,Improvement,Major,0,3,4,1963.5000,7,1
11965,Bug,Blocker,,,4,131.2500,9,1
811,Bug,Major,0,3,2,589.5000,9,1
1296,Bug,Major,0,3,7,336.4286,65,1
0,Improvement,Major,1,2,1,485.0000,10,1
145,Bug,Major,,,2,280.0000,13,1
352,Task,Major,0,3,,,14,1
358,Improvement,Minor,0,3,3,498.3333,28,1
289,Improvement,Major,0,5,2,550.5000,1,1
426,Improvement,Major,0,5,2,958.5000,1,1
269,Task,Major,0,1,3,427.6667,1,1
250,Task,Major,0,1,3,184.3333,1,1
2743,Bug,Major,0,1,2,252.0000,29,1
127,Bug,Major,1,2,2,228.0000,212,1
307,Improvement,Major,0,3,7,154.2857,3,1
0,Improvement,Major,,,11,181.6364,19,1
1687,Bug,Critical,0,3,5,262.4000,6,1
292,Improvement,Major,0,5,4,442.0000,7,1
592,Bug,Major,0,5,3,644.3333,35,1
772,Task,Major,0,8,3,60.3333,106,1
164,Improvement,Major,,,2,255.0000,22,1
607,Bug,Critical,,,5,399.4000,8,1
267,Task,Major,0,5,4,352.7500,9,1
1315,Bug,Critical,0,3,5,186.2000,9,1
213,Bug,Major,0,3,3,343.0000,10,1
630,Bug,Blocker,1,1,2,128.0000,12,1
689,Bug,Critical,0,3,2,500.5000,13,1
587,Bug,Blocker,0,1,3,397.6667,13,1
2970,Bug,Major,,,1,80.0000,13,1
951,Bug,Blocker,0,1,1,231.0000,-14,0
4045,Bug,Major,1,1,2,284.0000,-14,0
57290,Bug,Major,0,1,1,1125.0000,-13,0
1343,Bug,Major,0,2,4,235.5000,43,1
806,Task,Major,0,5,5,776.4000,-12,0
603,Task,Major,0,3,2,532.0000,-12,0
484,Bug,Critical,0,8,5,1320.4000,-8,0
243,Improvement,Major,0,3,1,109.0000,-8,0
1253,Bug,Major,0,5,12,370.1667,-7,0
38449,Bug,Major,0,3,2,63.5000,-7,0
1403,Bug,Major,0,3,3,112.3333,-5,0
37432,Bug,Major,0,3,1,319.0000,-5,0
