description_length,type,priority,estimated_days,story_points,num_comments,avg_comment_length,sprint_days_given,is_problematic
0,Improvement,Major - P3,,,2,239.0000,14,1
0,Improvement,Major - P3,,,2,238.0000,14,1
0,Improvement,Major - P3,,,2,252.0000,14,1
31,Improvement,Major - P3,,,2,235.0000,14,1
0,Task,Major - P3,,,,,36,1
39,Task,Major - P3,,,6,171.0000,36,1
39,Improvement,Major - P3,0,1,3,397.3333,57,1
34,Improvement,Major - P3,0,1,6,231.0000,36,1
82,Improvement,Major - P3,,,2,294.5000,15,1
52,Improvement,Major - P3,,,3,192.0000,15,1
100,New Feature,Major - P3,,,1,75.0000,15,1
591,New Feature,Major - P3,0,1,3,192.0000,78,1
54,New Feature,Major - P3,0,1,11,263.9091,120,1
40,Task,Major - P3,,,1,164.0000,15,1
119,Improvement,Trivial - P5,,,4,205.0000,46,1
226,Improvement,Major - P3,,,1,332.0000,8,1
296,Improvement,Major - P3,,,10,213.6000,23,1
2332,Improvement,Minor - P4,,,4,173.7500,66,1
173,Improvement,Major - P3,,,5,297.0000,53,1
120,Improvement,Major - P3,,,3,199.3333,13,1
96,Improvement,Major - P3,0,1,1,85.0000,13,1
264,Improvement,Major - P3,0,1,3,203.3333,13,1
220,Bug,Major - P3,,,5,249.2000,13,1
190,Bug,Major - P3,,,5,303.8000,13,1
299,Bug,Major - P3,,,13,328.2308,15,1
128,Bug,Major - P3,,,5,429.4000,15,1
117,New Feature,Major - P3,0,1,17,468.7647,521,1
43,Task,Major - P3,,,6,180.8333,17,1
283,New Feature,Major - P3,0,1,7,255.7143,17,1
72,Bug,Major - P3,,,4,154.7500,20,1
90,Bug,Major - P3,,,3,236.6667,20,1
78,Improvement,Major - P3,,,3,190.6667,21,1
341,Improvement,Major - P3,0,1,3,197.3333,21,1
403,Improvement,Major - P3,,,1,49.0000,21,1
383,Improvement,Major - P3,,,5,259.4000,22,1
457,New Feature,Major - P3,0,1,3,291.3333,234,1
122,Improvement,Major - P3,,,4,158.7500,23,1
1176,Improvement,Major - P3,,,2,313.0000,28,1
279,Improvement,Major - P3,0,1,5,234.4000,34,1
986,New Feature,Major - P3,,,17,368.1765,35,1
1175,New Feature,Major - P3,,,9,227.3333,42,1
677,Bug,Major - P3,,,3,194.3333,43,1
346,Bug,Major - P3,,,3,239.0000,43,1
1252,Improvement,Minor - P4,,,11,204.7273,43,1
257,Improvement,Major - P3,,,,,30,1
1105,Improvement,Major - P3,,,,,30,1
980,Bug,Minor - P4,,,10,315.3000,50,1
76,Improvement,Major - P3,,,,,30,1
184,Improvement,Major - P3,,,,,30,1
237,Improvement,Major - P3,,,,,31,1
656,Improvement,Major - P3,,,,,31,1
71,Improvement,Major - P3,,,,,31,1
482,Improvement,Major - P3,,,,,31,1
650,Improvement,Major - P3,,,,,31,1
198,Improvement,Major - P3,,,,,31,1
1090,Improvement,Major - P3,,,,,31,1
533,Improvement,Major - P3,,,,,31,1
126,Improvement,Major - P3,,,,,31,1
59,Improvement,Major - P3,,,,,31,1
36,Improvement,Major - P3,,,,,31,1
69,Improvement,Major - P3,,,,,31,1
212,Improvement,Major - P3,,,,,31,1
347,Improvement,Major - P3,,,,,31,1
282,Improvement,Major - P3,,,,,31,1
77,Improvement,Major - P3,,,,,31,1
69,Improvement,Major - P3,,,,,31,1
430,Improvement,Major - P3,,,,,31,1
42,Improvement,Major - P3,,,,,31,1
131,Improvement,Major - P3,,,1,40.0000,31,1
74,Improvement,Major - P3,,,,,31,1
276,Improvement,Minor - P4,,,2,267.0000,10,1
237,Improvement,Minor - P4,,,2,286.0000,10,1
243,Improvement,Minor - P4,,,2,298.0000,10,1
731,Improvement,Major - P3,,,5,472.0000,10,1
494,Improvement,Major - P3,,,5,334.0000,10,1
61,New Feature,Major - P3,0,1,132,252.5909,115,1
38,Improvement,Major - P3,,,,,31,1
0,Improvement,Major - P3,,,1,39.0000,31,1
0,Improvement,Major - P3,,,1,50.0000,31,1
0,Improvement,Major - P3,,,2,247.5000,32,1
69,Improvement,Major - P3,,,,,32,1
0,Bug,Minor - P4,,,5,339.2000,14,1
982,Bug,Critical - P2,,,7,310.2857,19,1
433,Task,Major - P3,0,1,,,21,1
0,Task,Major - P3,0,1,10,368.1000,211,1
378,Bug,Major - P3,,,6,198.3333,3,1
113,Task,Major - P3,,,3,183.3333,3,1
123,Improvement,Major - P3,,,3,191.3333,108,1
905,Bug,Major - P3,,,4,202.7500,25,1
447,New Feature,Major - P3,,,8,249.7500,4,1
682,Bug,Major - P3,,,11,255.4545,8,1
4714,Improvement,Major - P3,0,1,6,274.1667,329,0
905,Improvement,Major - P3,,,4,341.0000,15,1
643,Bug,Major - P3,,,7,252.2857,39,1
504,Bug,Major - P3,,,25,348.9600,169,1
374,Improvement,Major - P3,,,4,244.5000,150,1
1217,Bug,Major - P3,,,9,303.1111,25,1
567,Bug,Major - P3,,,5,338.8000,25,1
238,Improvement,Major - P3,,,7,241.4286,28,1
1098,New Feature,Major - P3,,,10,379.2000,80,1
0,New Feature,Major - P3,,,3,218.0000,56,1
169,Improvement,Major - P3,,,3,228.6667,57,1
217,New Feature,Major - P3,,,5,221.8000,57,1
0,Improvement,Major - P3,,,3,220.0000,64,1
268,Improvement,Major - P3,0,1,3,193.3333,233,1
2149,Bug,Major - P3,,,17,397.0000,15,1
417,Bug,Minor - P4,0,1,5,278.6000,422,1
0,New Feature,Major - P3,,,4,216.0000,31,1
687,Improvement,Minor - P4,0,1,6,174.8333,217,1
323,Improvement,Major - P3,,,11,282.5455,34,1
333,Improvement,Major - P3,,,1,256.0000,0,1
83,Task,Major - P3,,,2,157.0000,1,1
236,Task,Major - P3,,,8,393.0000,1,1
44,Improvement,Major - P3,,,2,158.0000,41,1
123,Improvement,Major - P3,,,2,177.5000,41,1
1484,Bug,Major - P3,,,4,222.0000,7,1
649,Improvement,Major - P3,,,2,358.0000,8,1
3082,Improvement,Minor - P4,,,11,204.0909,15,1
0,New Feature,Major - P3,,,1,210.0000,16,1
618,New Feature,Major - P3,,,3,287.6667,17,1
431,Improvement,Major - P3,,,2,258.5000,18,1
246,Improvement,Major - P3,,,1,232.0000,18,1
219,Bug,Major - P3,,,1,254.0000,12,1
196,Bug,Major - P3,,,4,272.2500,14,1
355,Task,Major - P3,,,7,298.8571,28,1
0,Sub-task,Major - P3,,,1,294.0000,7,1
676,Improvement,Major - P3,,,9,262.0000,7,1
837,Bug,Critical - P2,,,2,185.0000,171,1
18,Sub-task,Major - P3,,,2,150.5000,50,1
22,Sub-task,Major - P3,,,1,250.0000,50,1
5,New Feature,Major - P3,,,,,50,1
21,New Feature,Major - P3,,,2,263.5000,85,1
21,New Feature,Major - P3,,,5,284.4000,74,1
798,Improvement,Major - P3,,,3,196.6667,127,1
18,Sub-task,Major - P3,,,1,75.0000,108,1
20,Sub-task,Major - P3,,,1,273.0000,108,1
18,Sub-task,Major - P3,,,2,166.0000,108,1
19,Sub-task,Major - P3,,,3,61.0000,108,1
194,New Feature,Major - P3,,,5,231.0000,200,1
195,New Feature,Major - P3,,,,,143,1
1424,New Feature,Major - P3,,,7,221.0000,200,1
19,Sub-task,Major - P3,,,2,168.5000,85,1
23,Sub-task,Major - P3,,,1,257.0000,85,1
251,Improvement,Major - P3,,,1,262.0000,85,1
16,New Feature,Major - P3,,,12,289.0000,126,1
17,New Feature,Major - P3,,,4,451.0000,115,1
264,Improvement,Major - P3,0,1,4,261.5000,428,1
245,Improvement,Minor - P4,,,,,128,1
1070,Bug,Minor - P4,,,1,22.0000,128,1
228,Improvement,Minor - P4,,,6,166.3333,366,1
334,New Feature,Major - P3,,,7,253.0000,252,1
0,New Feature,Major - P3,,,9,247.4444,252,1
337,New Feature,Major - P3,0,1,7,228.4286,282,1
435,Epic,Major - P3,,,,,137,1
771,Improvement,Minor - P4,,,6,332.0000,379,1
150,New Feature,Major - P3,0,1,9,244.6667,800,1
377,Task,Major - P3,,,2,261.0000,224,1
1004,Bug,Major - P3,,,2,246.5000,312,1
417,Bug,Major - P3,,,8,194.5000,176,1
450,Bug,Major - P3,0,1,9,366.3333,329,1
104,New Feature,Major - P3,0,1,7,196.0000,1033,0
324,New Feature,Major - P3,,,6,179.8333,434,1
267,New Feature,Major - P3,0,1,8,348.6250,1095,0
702,New Feature,Major - P3,,,12,214.8333,1512,1
1580,Task,Major - P3,,,2,91.5000,415,1
1424,New Feature,Major - P3,,,2,166.0000,379,1
682,Improvement,Major - P3,0,1,5,426.4000,880,1
163,Improvement,Major - P3,0,1,3,239.3333,694,1
847,Bug,Major - P3,,,6,367.1667,562,1
713,Bug,Major - P3,0,1,5,233.8000,861,1
789,Bug,Minor - P4,,,6,254.5000,724,1
216,Improvement,Minor - P4,0,1,3,146.6667,1229,1
120,Improvement,Major - P3,,,6,333.0000,909,1
2353,Bug,Minor - P4,,,12,344.4167,899,1
1067,Improvement,Major - P3,0,1,22,306.5455,1135,1
2066,Bug,Minor - P4,,,4,292.0000,1086,1
46,New Feature,Major - P3,0,1,12,374.4167,2306,1
124,Improvement,Major - P3,0,1,3,168.3333,1796,1
1593,Bug,Minor,0,4,,,14,0
357,Bug,Minor,,,14,401.9286,-323,0
479,Bug,Minor,,,2,864.0000,-323,0
621,Bug,Minor,,,6,354.0000,-323,0
367,Bug,Minor,,,7,513.5714,-321,0
245,Task,Minor,,,15,396.1333,-321,0
267,Bug,Major,,,26,1354.8846,-320,0
432,Bug,Minor,,,14,1190.5000,-315,0
493,Improvement,Minor,,,11,231.9091,-313,0
219,Bug,Minor,0,1,8,3284.8750,27,0
233,Task,Minor,0,5,,,59,0
211,Improvement,Minor,,,21,1583.3810,-301,0
242,Improvement,Minor,,,18,605.1667,-301,0
295,New Feature,Minor,1,2,28,1305.8929,14,0
50,New Feature,Minor,1,1,3,1060.6667,28,0
46,New Feature,Minor,1,1,6,1201.0000,28,0
892,New Feature,Minor,1,1,4,920.2500,28,0
395,New Feature,Minor,0,1,6,982.8333,29,0
9290,New Feature,Minor,0,2,28,1492.2500,15,0
1176,New Feature,Minor,0,0,19,427.9474,15,0
68,Task,Minor,0,5,1,166.0000,21,1
191,Task,Minor,0,1,2,1513.5000,21,1
1001,Task,Minor,0,5,1,495.0000,21,1
1273,Bug,Minor,0,3,12,740.3333,24,1
512,Improvement,Minor,,,21,1588.9524,-294,0
205,Bug,Minor,,,8,379.5000,-288,0
201,Bug,Minor,0,1,1,251.0000,60,0
405,Bug,Minor,,,25,896.8000,-265,0
2536,Task,Minor,0,1,1,102.0000,14,1
1958,Task,Minor,0,1,2,525.0000,14,1
2483,Task,Minor,0,3,2,292.0000,14,1
238,Task,Minor,0,3,1,102.0000,14,1
607,Bug,Minor,0,1,17,840.4118,14,1
933,Bug,Minor,0,1,33,512.3333,18,1
990,Bug,Minor,0,1,13,390.6923,13,1
66,New Feature,Minor,,,13,892.6923,-257,0
72,New Feature,Minor,,,12,500.5000,-257,0
716,Bug,Minor,0,0,24,445.7917,19,1
167,Improvement,Minor,0,1,13,301.0000,25,1
543,Bug,Minor,,,24,466.4167,-246,0
674,Improvement,Minor,,,25,401.5200,-243,0
1743,Bug,Minor,,,37,904.1622,-238,0
2164,Bug,Minor,,,12,649.1667,-238,0
980,Bug,Minor,,,5,485.4000,-238,0
232,Improvement,Minor,,,9,620.3333,18,1
184,Improvement,Minor,,,12,941.2500,18,1
939,Bug,Minor,,,9,221.1111,19,1
313,Bug,Minor,,,33,651.6364,-231,0
927,New Feature,Minor,,,23,1115.0000,-231,0
302,Improvement,Minor,,,10,3250.3000,27,1
1159,Bug,Minor,,,12,449.0833,5,1
675,Bug,Minor,,,10,343.8000,-228,0
602,Bug,Minor,,,10,1437.3000,-228,0
321,Bug,Minor,,,9,322.1111,-227,0
331,Task,Minor,,,7,261.0000,8,1
149,Bug,Minor,,,6,132.6667,9,1
333,Bug,Minor,,,5,175.0000,9,1
735,Bug,Minor,0,1,28,493.3571,33,1
1064,Bug,Blocker,,,10,1897.5000,-223,0
2191,Bug,Major,,,12,295.5000,-222,0
121,Improvement,Minor,,,9,290.7778,-221,0
725,Bug,Minor,,,16,1798.2500,-221,0
385,Bug,Blocker,,,8,287.2500,12,1
351,Bug,Blocker,,,14,482.0714,12,1
465,Bug,Minor,,,11,416.0909,12,1
1869,Bug,Trivial,,,12,573.5000,14,1
367,Improvement,Minor,,,9,1314.7778,-218,0
243,Bug,Minor,,,8,309.6250,15,1
878,Bug,Minor,,,11,807.7273,-217,0
112,Bug,Major,,,30,578.3333,-217,0
1180,Bug,Minor,,,9,332.1111,-217,0
414,Bug,Minor,,,9,279.3333,-217,0
1072,Bug,Minor,,,12,327.0000,16,1
931,Improvement,Minor,,,13,701.6154,-216,0
1569,Bug,Minor,,,8,286.6250,-216,0
113,Bug,Minor,,,7,282.4286,-216,0
184,Bug,Minor,,,20,753.7500,-216,0
87,Bug,Minor,,,11,401.2727,18,1
145,Improvement,Minor,,,16,544.7500,-214,0
746,Bug,Major,,,16,1036.1875,-211,0
857,Bug,Minor,,,9,904.6667,-211,0
229,Bug,Minor,,,7,255.7143,-210,0
375,Bug,Minor,,,7,291.8571,-210,0
203,New Feature,Minor,,,,,-210,0
396,Bug,Minor,,,5,966.6000,10,1
167,Improvement,Minor,,,33,450.3030,-208,0
150,Bug,Blocker,,,16,343.6875,-208,0
161,Bug,Minor,,,7,282.7143,-207,0
547,Bug,Minor,0,1,3,143.3333,15,1
1245,Bug,Minor,0,1,5,1229.0000,15,1
127,Bug,Minor,,,1,323.0000,15,1
959,New Feature,Minor,0,7,10,655.5000,18,1
744,Task,Minor,0,1,21,587.4762,19,1
197,Bug,Minor,,,15,316.2667,-198,0
503,Bug,Blocker,,,28,349.2143,-198,0
703,Bug,Minor,0,1,8,277.2500,22,1
640,Bug,Minor,,,13,2249.6923,-197,0
281,Improvement,Minor,,,23,395.7391,-194,0
237,New Feature,Minor,0,1,4,1234.7500,25,1
340,Bug,Minor,,,10,398.8000,-193,0
713,Improvement,Minor,0,3,36,528.8333,13,1
433,Improvement,Minor,0,1,20,455.0000,13,1
1276,Bug,Minor,0,5,16,330.1250,18,1
473,Bug,Minor,0,1,8,761.0000,19,1
244,Improvement,Minor,,,21,766.1429,-182,0
388,Bug,Blocker,0,3,11,510.5455,28,1
244,Improvement,Minor,0,1,5,190.2000,30,1
1979,New Feature,Minor,0,1,8,955.2500,30,1
99,Improvement,Major,0,1,12,817.1667,11,1
948,Bug,Minor,,,31,579.0968,-167,0
123,Improvement,Major,0,3,1,112.0000,104,1
114,Improvement,Blocker,0,1,1,107.0000,12,1
293,New Feature,Minor,0,3,2,56.5000,21,0
643,New Feature,Minor,0,3,2,56.5000,21,0
675,New Feature,Minor,0,1,4,1675.0000,21,0
1682,New Feature,Minor,0,1,17,468.8235,21,0
534,Improvement,Blocker,0,4,26,1087.1154,7,1
971,Bug,Minor,0,1,6,1236.3333,7,1
987,Bug,Minor,0,5,12,1296.2500,12,1
48,New Feature,Blocker,,,19,1014.2632,14,1
122,New Feature,Minor,,,,,14,1
50,New Feature,Blocker,0,2,18,863.7778,14,1
595,Bug,Critical,0,1,9,2090.0000,18,1
351,New Feature,Minor,0,1,29,1237.1724,19,1
464,Bug,Minor,0,1,8,366.0000,73,1
575,Bug,Minor,0,1,24,657.0417,35,0
3230,Bug,Minor,0,1,,,10,1
3083,Bug,Minor,0,1,25,2338.6000,26,1
1228,Bug,Minor,0,1,13,1075.3077,26,1
687,Bug,Critical,0,1,13,464.6923,143,1
111,Task,Minor,0,5,1,145.0000,45,1
239,New Feature,Minor,0,2,3,1042.0000,45,1
262,New Feature,Minor,0,6,12,870.4167,31,1
1150,Bug,Minor,0,0,13,1478.5385,137,1
203,Improvement,Minor,0,4,4,209.5000,46,1
2030,Bug,Minor,0,1,20,1579.2500,18,1
1206,Task,Minor,0,3,14,1701.6429,34,1
1238,Task,Minor,0,3,15,3368.7333,20,1
207,New Feature,Minor,0,3,9,3004.3333,88,1
611,Task,Minor,0,5,9,787.0000,21,1
351,Task,Minor,0,1,7,733.5714,21,1
1603,Task,Minor,0,1,9,1011.7778,35,1
1035,Task,Minor,0,1,21,831.0476,21,1
331,Improvement,Minor,0,1,29,553.7931,25,1
2913,Improvement,Minor,0,3,21,394.6190,20,1
78,Bug,Minor,0,1,15,415.8667,20,1
1576,Bug,Critical,0,1,20,327.0000,21,1
146,Bug,Minor,,,9,353.2222,-116,0
593,Improvement,Minor,0,3,12,757.4167,22,1
595,Improvement,Minor,0,1,15,684.8667,25,1
1191,Bug,Minor,,,14,384.5000,-111,0
1484,Bug,Minor,,,13,558.0000,-110,0
574,Bug,Minor,,,25,411.9200,-110,0
1131,Improvement,Minor,0,0,2,1450.5000,15,0
434,Bug,Minor,,,19,622.0000,-106,0
1733,Bug,Minor,0,1,20,1955.0000,17,0
669,Bug,Minor,0,2,12,433.4167,17,0
2933,Bug,Minor,0,2,22,678.1818,17,0
4105,Task,Minor,0,3,25,509.5600,173,1
156,New Feature,Minor,0,1,27,371.1111,35,1
2637,Bug,Minor,,,8,715.2500,-102,0
1504,Improvement,Minor,0,1,18,1691.0556,21,0
69,Improvement,Minor,0,5,,,63,1
68,Improvement,Critical,0,1,19,842.7368,63,1
998,Improvement,Blocker,0,5,23,1432.0870,48,1
750,Bug,Minor,,,22,623.1364,-100,0
1538,Bug,Minor,0,1,25,425.1600,24,0
1770,Task,Minor,0,5,15,1289.1333,53,1
1563,Task,Minor,0,3,10,1276.4000,67,1
3669,Task,Minor,0,5,5,655.2000,40,1
280,New Feature,Minor,0,3,11,2338.5455,40,1
2534,New Feature,Minor,0,1,24,961.4167,40,1
160,Task,Minor,0,1,32,862.5000,73,1
799,New Feature,Minor,0,3,33,932.0000,52,1
341,Improvement,Minor,,,,,-84,0
485,Improvement,Minor,,,,,-84,0
622,Improvement,Minor,,,4,1923.2500,-84,0
580,Improvement,Minor,,,1,706.0000,-84,0
114,Task,Minor,,,12,250.0833,-77,0
406,Improvement,Minor,,,9,317.1111,4,0
535,Bug,Major,,,24,634.1667,-76,0
1371,Bug,Minor,,,18,891.6111,47,0
1094,Improvement,Minor,,,41,1301.5610,-64,0
957,Improvement,Minor,0,3,32,360.8750,104,1
188,Improvement,Minor,0,1,23,751.8696,108,1
687,Improvement,Minor,0,3,14,328.2143,24,0
264,Improvement,Minor,0,3,36,927.6389,24,0
1059,Improvement,Minor,0,3,20,831.0500,24,0
659,Bug,Blocker,0,1,6,199.5000,313,0
110,Improvement,Minor,0,3,2,125.0000,208,0
213,Task,Minor,0,3,8,291.3750,194,1
574,Improvement,Minor,,,13,294.3077,-35,0
173,Bug,Minor,,,9,365.5556,-34,0
442,Bug,Minor,,,17,339.0588,49,0
124,Task,Minor,,,32,403.1250,-26,0
206,Task,Minor,0,1,11,317.3636,21,1
177,Task,Minor,0,1,10,282.6000,21,1
657,Task,Minor,0,1,22,794.6364,139,1
91,Task,Minor,,,19,367.3158,-26,0
110,Task,Minor,0,4,12,245.6667,21,1
237,Task,Minor,,,16,289.1250,-26,0
84,Task,Minor,0,1,13,482.4615,21,1
110,Task,Minor,0,1,11,257.1818,21,1
101,Task,Minor,,,15,203.8667,-26,0
102,Task,Minor,0,1,8,297.6250,21,1
102,Task,Minor,0,1,18,288.7222,21,1
102,Task,Minor,0,1,8,250.8750,21,1
84,Task,Minor,0,1,15,409.5333,21,1
72,Task,Minor,0,1,16,424.3750,21,1
912,Bug,Minor,0,0,19,741.0000,82,0
547,Task,Minor,0,3,8,738.1250,22,1
687,New Feature,Minor,0,3,24,880.4167,88,1
1555,Bug,Minor,,,10,284.6000,215,1
1153,Task,Minor,0,7,5,1252.2000,21,0
216,Task,Minor,0,5,4,778.5000,21,0
220,Task,Minor,0,5,11,643.9091,21,0
99,Task,Minor,0,1,1,403.0000,21,0
183,Bug,Minor,,,5,200.4000,-31,0
157,Bug,Major,,,5,126.2000,-31,0
2129,Improvement,Minor,0,3,25,1377.0800,95,1
1668,Improvement,Minor,0,3,29,1007.5172,95,1
870,Improvement,Minor,0,3,31,954.3871,67,0
424,Improvement,Minor,,,11,275.7273,-13,0
257,Bug,Minor,0,1,22,838.2273,26,0
793,Bug,Blocker,,,9,721.8889,-27,0
487,New Feature,Major,,,11,771.0000,-10,0
939,Improvement,Minor,,,24,467.7500,0,1
273,Bug,Minor,,,10,410.9000,0,1
122,Bug,Minor,0,1,11,199.0909,45,1
98,Bug,Minor,,,7,909.1429,-24,0
4839,Improvement,Critical,,,74,1402.7027,-7,0
523,Bug,Minor,,,8,1210.1250,1,1
202,Improvement,Minor,,,,,-7,0
651,Bug,Blocker,,,6,245.8333,1,1
139,Improvement,Minor,0,5,34,599.1471,-23,0
490,Improvement,Blocker,,,16,707.1875,1,1
1467,Bug,Minor,,,8,292.2500,2,1
195,Bug,Minor,,,25,723.9600,-6,0
182,Bug,Minor,,,9,338.2222,-22,0
521,Bug,Minor,,,9,249.6667,4,1
455,Improvement,Minor,,,12,552.9167,4,1
164,Bug,Major,,,21,487.2381,-19,0
1280,Bug,Blocker,,,10,235.4000,7,1
1484,Bug,Minor,,,8,295.3750,8,1
919,Bug,Minor,,,10,312.3000,9,1
602,Improvement,Minor,,,10,267.4000,9,1
118,Bug,Minor,,,8,329.1250,-15,0
1519,Improvement,Major,,,36,586.3611,10,1
74,Improvement,Minor,,,21,740.0952,10,1
248,Improvement,Minor,,,21,731.8095,10,1
339,Improvement,Minor,,,24,630.7500,10,1
1243,Improvement,Minor,,,23,916.6957,10,1
1264,New Feature,Minor,,,17,667.9412,11,1
241,Bug,Minor,,,1,46.0000,-13,0
347,Improvement,Minor,,,13,780.7692,-3,0
223,Bug,Major,,,15,485.1333,21,1
39,Improvement,Minor,,,12,736.9167,1,0
127,Improvement,Minor,,,14,1099.9286,5,0
1072,Bug,Major,,,26,380.0769,71,1
18,Improvement,Minor,,,,,8,0
64,Sub-task,Minor,,,6,269.0000,-39,1
74,Sub-task,Minor,,,2,1099.5000,-39,1
23,Sub-task,Minor,,,7,700.0000,-38,1
1553,Bug,Minor,0,0,58,561.1379,329,0
111,Sub-task,Minor,,,2,1141.0000,-36,1
282,Improvement,Minor,,,1,100.0000,36,0
179,New Feature,Minor,0,2,18,704.1111,12,1
338,Improvement,Blocker,,,18,740.0556,12,1
945,Task,Minor,,,19,456.1053,21,0
142,Sub-task,Minor,,,4,278.2500,-24,1
98,Sub-task,Minor,,,4,825.0000,-22,1
172,Sub-task,Minor,,,1,41.0000,-22,1
114,Sub-task,Minor,,,1,41.0000,-22,1
341,Sub-task,Minor,,,10,792.1000,-22,1
121,Sub-task,Minor,,,1,23.0000,-22,1
456,Task,Minor,0,3,6,895.3333,20,1
1215,Task,Minor,,,20,842.6000,28,0
97,Improvement,Major,0,7,2,4043.5000,32,0
276,Bug,Major,0,3,53,484.6981,102,1
1372,Bug,Minor,0,1,6,324.1667,301,0
54,New Feature,Blocker,0,4,18,578.6667,15,1
194,Task,Minor,0,1,3,2176.0000,15,1
346,Task,Minor,0,2,8,468.1250,15,1
90,Bug,Minor,0,2,14,913.2143,15,1
581,Bug,Minor,0,0,14,482.3571,16,0
941,New Feature,Minor,0,1,21,964.7143,17,0
1106,Improvement,Minor,,,47,1044.5745,71,0
270,Improvement,Minor,,,15,849.0667,56,0
218,Improvement,Minor,,,10,1018.9000,18,0
64,Improvement,Minor,,,19,474.2105,85,1
143,Improvement,Minor,,,18,486.1667,49,0
356,Improvement,Minor,,,1,134.0000,18,0
246,Improvement,Minor,,,1,40.0000,18,0
459,Improvement,Minor,,,6,631.8333,18,0
974,Improvement,Minor,,,61,890.5902,32,0
596,Improvement,Minor,,,36,1103.0278,49,0
1361,New Feature,Minor,,,39,1018.4872,18,0
1356,Improvement,Minor,,,38,979.8158,20,0
111,Bug,Minor,,,2,166.5000,63,0
93,Improvement,Minor,,,14,616.0000,63,0
47,New Feature,Blocker,0,6,29,1081.5862,14,1
578,Bug,Minor,0,2,17,869.1176,14,1
37,New Feature,Minor,0,1,20,487.5000,14,1
42,New Feature,Blocker,0,1,1,71.0000,15,1
128,New Feature,Minor,0,3,6,1066.0000,44,1
147,New Feature,Minor,0,3,6,877.3333,44,1
61,Bug,Minor,0,4,5,1444.8000,15,1
98,New Feature,Minor,0,2,6,498.8333,57,1
61,Improvement,Minor,,,20,549.8500,65,0
254,Improvement,Minor,,,16,380.1250,65,0
3310,New Feature,Blocker,0,5,1,20.0000,15,1
274,Improvement,Minor,,,16,319.1875,82,0
344,Improvement,Minor,,,39,1162.2051,86,0
229,Bug,Minor,0,2,19,458.0000,35,0
90,Bug,Minor,0,1,14,1124.3571,39,0
564,New Feature,Blocker,0,4,13,1354.1538,39,0
76,New Feature,Blocker,0,2,18,645.6111,54,1
439,Bug,Minor,0,0,16,1464.8750,40,0
143,New Feature,Minor,0,2,13,2244.0769,13,0
131,Bug,Minor,0,1,1,2481.0000,47,0
687,Improvement,Minor,0,1,12,441.9167,75,0
515,Bug,Minor,0,0,16,890.0625,39,1
306,New Feature,Minor,0,1,,,42,1
258,New Feature,Minor,0,1,15,2054.3333,13,0
193,Bug,Minor,0,3,1,75.0000,13,0
650,New Feature,Minor,0,5,,,28,0
446,New Feature,Minor,0,1,19,978.5263,28,0
805,New Feature,Minor,0,1,17,833.2941,28,0
716,New Feature,Minor,0,5,19,524.2105,14,1
96,Bug,Critical,0,0,5,1622.4000,38,0
166,Bug,Major,0,2,6,1615.1667,24,0
541,Bug,Blocker,0,0,1,45.0000,-4,1
336,Task,Minor,0,3,3,511.0000,14,1
466,Task,Minor,0,3,,,14,1
485,Task,Minor,0,1,3,219.6667,14,1
767,Bug,Major,0,1,23,1269.0000,2,1
761,Bug,Minor,,,17,222.2941,4,1
198,Bug,Trivial,,,12,354.5000,4,1
601,Improvement,Minor,,,23,733.8261,5,1
266,Improvement,Minor,0,1,13,505.3846,38,1
249,Improvement,Minor,,,5,1948.2000,133,0
627,Improvement,Minor,0,5,75,1051.5200,367,1
588,Bug,Minor,,,21,755.4762,11,1
673,Bug,Blocker,0,5,6,243.6667,183,1
418,Task,Minor,,,18,319.6111,13,1
520,Improvement,Minor,,,27,384.8148,17,1
248,Bug,Minor,,,24,1489.0417,18,1
245,Bug,Minor,,,18,1297.0556,19,1
363,Task,Minor,1,5,18,297.3333,24,1
302,Improvement,Minor,,,35,473.2571,25,1
2029,Task,Minor,,,48,1383.2917,154,0
478,Bug,Minor,,,26,458.1154,16,1
579,Bug,Minor,,,14,410.5000,16,1
200,Task,Minor,0,1,2,68.5000,495,0
204,Task,Minor,,,14,303.6429,155,0
190,Task,Minor,0,1,19,642.6842,30,1
219,Task,Minor,,,9,267.8889,16,1
347,Task,Minor,,,6,281.8333,32,1
190,Task,Minor,0,1,2,302.0000,495,0
241,Task,Minor,,,20,635.9000,16,1
224,Task,Minor,,,14,318.6429,16,1
173,Task,Minor,,,9,262.3333,16,1
92,Task,Minor,,,14,235.7857,16,1
105,Task,Minor,,,9,259.4444,16,1
89,Task,Minor,,,9,209.7778,16,1
155,Task,Minor,,,10,264.9000,32,1
144,Task,Minor,,,12,374.2500,16,1
156,Task,Minor,,,10,302.6000,16,1
146,Task,Minor,,,1,41.0000,16,1
370,Task,Minor,,,13,277.3077,16,1
329,Task,Minor,0,1,17,749.2941,32,1
45,Task,Minor,0,3,16,602.0625,30,1
161,Bug,Minor,,,16,360.2500,34,1
224,Bug,Minor,,,15,1072.0667,21,1
2136,Bug,Minor,,,11,553.0000,22,1
128,Bug,Minor,,,22,832.7727,23,1
260,Improvement,Minor,,,1,64.0000,23,1
173,Improvement,Major,,,32,930.2813,23,1
2451,Bug,Minor,0,0,25,1583.3600,97,1
372,Bug,Minor,,,13,307.9231,24,1
270,Bug,Minor,,,36,1113.4722,24,1
